49,47,38,43,42,35,45,38,26,42,45,24,34,37,43,30,48,40,45,43,32,46,38,39,46,49,44,43,46,47,41,46,46,42,46,47,49,41,43,47,39,39,40,47,45,45,36,42,41,38,42,39,46,49,42,48,43,41,40,33,47,43,35,42,48,41,45,49,45,41,43,31,45,33,47,44,45,34,42,44,48,47,41,43,42,27,47,33,35,29,49,37,45,49,47,49,40,39,41,47
43,45,40,46,42,41,42,47,43,38,39,31,34,45,44,38,42,37,45,43,45,39,43,44,42,37,36,32,39,42,43,47,36,48,48,49,38,47,44,40,46,34,48,40,45,31,48,48,39,42,46,40,42,41,47,49,36,42,34,45,48,40,41,48,42,36,42,48,43,37,34,36,38,47,35,42,47,43,46,35,44,49,42,47,42,45,28,39,41,49,48,40,43,29,40,43,42,37,35,43
48,49,36,47,39,40,45,36,41,48,34,49,47,45,48,43,42,47,43,42,37,49,49,47,48,44,33,29,38,44,37,45,47,43,40,48,49,44,45,40,49,40,45,39,49,35,35,40,48,33,47,36,40,34,46,42,47,46,37,46,45,38,30,33,42,40,36,41,44,45,45,42,38,44,33,37,49,43,37,26,32,45,48,45,47,34,39,47,44,48,45,45,45,40,49,45,34,40,37,47
34,39,46,45,30,34,32,46,45,46,41,45,40,37,46,47,44,46,43,48,41,47,45,37,48,42,45,41,39,39,44,38,48,49,36,34,49,46,49,42,44,17,40,45,44,49,31,39,40,47,37,37,43,29,46,41,42,37,40,46,44,36,48,47,45,42,30,43,49,47,39,35,32,24,45,26,39,42,42,31,34,33,37,43,49,42,46,49,35,43,37,37,40,35,47,44,27,45,38,49
48,37,45,26,45,49,46,37,46,34,39,43,37,38,44,47,45,44,41,44,41,41,34,43,41,47,28,39,35,48,36,46,49,43,27,37,30,40,41,41,39,42,44,43,46,49,49,48,37,46,39,41,43,35,42,49,37,37,41,48,35,31,37,48,45,29,33,49,47,43,46,49,45,45,46,45,33,45,47,48,31,48,49,31,34,26,34,34,42,46,40,44,38,42,43,44,39,44,17,45
39,48,40,47,43,37,41,44,45,36,38,48,44,41,48,26,45,41,40,29,44,46,47,43,34,36,42,49,46,34,33,43,48,37,41,49,42,35,33,40,49,25,30,33,44,38,40,35,48,38,40,43,44,47,32,43,32,49,40,43,48,46,45,48,41,44,38,39,48,45,39,46,47,28,31,34,41,47,39,41,41,41,43,39,45,46,41,38,49,48,40,40,42,40,46,47,47,49,43,32
34,39,49,42,42,49,38,36,31,48,31,47,46,49,39,38,45,41,47,49,42,36,41,47,31,25,23,47,49,40,48,47,38,30,44,36,49,38,39,36,42,45,45,40,30,34,38,48,47,49,42,39,46,47,41,47,48,47,38,43,36,42,44,41,42,32,33,38,44,46,41,47,40,46,37,48,44,46,42,33,46,45,38,43,41,43,47,40,40,47,28,43,33,47,43,40,39,46,34,48
32,45,48,43,45,45,35,43,44,48,49,49,47,49,34,47,43,49,36,40,34,37,41,35,48,49,44,37,44,47,42,32,45,35,34,48,47,48,39,46,37,47,39,30,42,40,47,42,32,44,36,39,46,41,49,43,48,43,44,41,40,41,37,38,44,44,31,36,42,40,37,46,45,44,37,39,40,48,46,49,48,36,45,33,32,38,37,47,36,47,32,48,28,44,43,40,28,49,45,48
45,44,48,34,45,42,40,45,46,47,42,31,44,48,44,42,45,43,46,36,42,34,39,44,43,41,28,41,45,47,37,48,41,36,35,45,46,40,31,47,49,41,35,41,47,46,38,42,39,46,40,42,46,45,44,40,36,44,49,43,45,48,40,46,36,49,33,48,49,38,47,47,34,49,47,47,42,39,37,33,45,46,45,47,38,48,29,49,46,41,47,38,33,42,34,36,45,46,44,33
41,36,46,46,37,46,34,44,47,40,47,42,37,49,43,49,40,45,46,46,42,41,43,44,42,35,38,42,48,39,46,48,38,39,49,45,47,49,37,39,45,38,49,46,48,44,42,46,35,34,46,34,38,36,48,48,41,36,39,45,32,38,39,31,33,40,46,37,48,47,48,44,49,48,42,44,45,46,30,34,41,43,48,47,33,36,43,45,37,47,44,43,40,41,48,49,40,43,38,28
