8,5,2,9,14,5,6,3,3,1,4,6,6,2,14,1,20,3,1,5,14,1,4,3,6,3,1,5,1,2,2,4,1,16,2,4,2,1,4,11,5,3,1,1,1,5,1,1,2,2,7,8,1,2,1,14,16,2,13,9,1,10,2,1,20,1,1,9,9,1,1,1,4,3,1,1,3,1,11,1,1,1,3,2,8,1,2,1,9,1,8,1,1,1,6,3,1,1,5,11
3,1,4,6,1,1,9,1,10,1,2,1,16,1,1,10,6,2,1,1,1,2,5,1,13,2,2,2,1,2,1,14,1,3,1,6,2,2,16,1,8,7,1,9,2,11,1,3,2,1,1,1,2,7,15,9,2,2,7,8,16,8,5,8,9,13,2,3,6,17,1,1,7,1,7,4,1,1,1,11,8,4,1,8,2,2,1,12,1,16,7,2,1,1,1,7,2,5,3,1
1,6,4,4,2,1,2,5,1,18,1,1,1,2,14,3,1,10,1,2,19,3,5,4,5,6,2,1,2,1,10,1,6,10,1,6,2,5,2,2,1,3,11,1,18,20,1,12,2,2,13,8,2,2,5,7,18,15,9,5,5,8,1,13,1,2,2,1,1,4,1,1,5,2,1,12,1,2,2,1,7,1,3,1,2,1,1,2,1,1,1,5,3,1,1,1,3,1,7,1
3,1,1,1,1,6,1,4,11,8,2,9,4,10,1,6,1,1,6,2,7,1,1,1,1,1,3,12,1,1,4,1,9,3,1,3,5,1,1,2,1,1,15,1,14,1,14,15,6,10,1,14,1,3,1,2,2,1,16,1,3,3,1,16,3,8,20,8,6,14,7,9,7,1,18,3,2,3,1,2,1,6,2,4,5,16,1,11,1,1,13,1,1,16,2,1,1,15,15,8
3,6,2,9,1,4,13,1,9,1,1,1,1,16,3,3,6,9,1,3,1,1,10,19,3,2,1,4,3,1,1,11,8,9,20,17,2,17,20,1,2,19,2,7,1,13,5,1,3,1,1,1,18,1,6,1,6,5,5,11,1,2,9,9,1,1,9,4,8,3,7,10,1,13,1,7,1,1,1,6,16,11,1,3,1,3,2,1,1,1,2,1,6,5,1,6,13,1,17,18
16,2,2,2,1,1,17,2,5,1,13,2,1,2,2,16,15,5,2,1,1,1,1,5,8,5,1,3,18,1,17,4,1,3,11,2,1,1,11,2,5,4,9,2,2,1,5,14,1,3,2,1,3,10,19,4,8,2,3,8,1,13,4,15,17,11,1,3,17,3,1,18,1,1,10,12,2,7,14,18,1,18,14,1,17,3,6,1,11,1,2,15,1,1,12,3,4,1,1,8
13,9,1,1,2,13,4,5,9,2,1,6,1,1,6,1,10,3,7,1,1,1,1,4,2,10,6,1,2,17,1,1,2,16,1,9,2,6,3,3,6,1,6,4,7,11,6,4,19,2,1,4,9,3,3,4,2,18,15,7,7,7,1,1,18,2,7,1,2,15,14,3,8,1,2,10,3,1,1,2,8,15,15,8,1,4,12,1,3,3,19,16,2,1,2,13,1,9,11,13
10,2,3,1,3,1,3,17,1,1,2,8,20,1,2,2,7,1,1,1,16,1,2,8,2,1,1,2,2,1,1,1,1,1,6,15,14,9,8,1,17,1,2,2,2,4,1,17,9,1,5,4,18,8,9,1,8,1,18,1,2,8,1,2,1,1,3,17,7,1,9,9,1,7,1,20,1,9,1,1,4,5,6,5,2,4,1,3,3,2,6,6,3,18,2,1,3,2,2,1
4,7,9,8,16,5,1,1,3,11,10,1,17,1,11,1,1,4,13,1,17,6,13,11,4,2,2,9,1,7,1,7,3,12,7,4,14,3,8,10,3,2,7,1,5,12,2,6,2,2,13,11,3,12,3,1,1,12,1,4,7,1,1,1,16,1,4,14,15,2,1,1,11,1,4,1,2,5,2,5,2,1,1,3,5,2,1,10,7,20,2,1,3,1,4,2,20,1,1,8
8,1,1,4,4,1,20,2,13,5,13,4,1,18,2,3,7,13,1,2,1,8,1,8,2,3,1,17,14,2,14,4,2,8,1,1,1,2,1,1,2,2,1,6,11,1,4,2,2,2,4,1,1,1,7,1,12,8,1,12,9,2,6,3,2,1,5,6,18,1,19,4,1,3,2,1,1,3,1,3,1,4,2,6,2,7,4,3,1,8,3,3,3,1,2,1,1,5,1,4
