48,47,48,44,49,47,48,47,46,46,48,48,41,47,49,49,49,49,48,47,41,48,47,41,46,49,48,47,48,49,47,49,45,47,48,48,49,48,43,47,42,46,46,49,48,48,48,48,49,46,49,44,49,48,44,48,49,48,48,44,46,49,46,46,49,43,49,43,49,43,47,48,49,49,47,44,49,49,46,47,41,47,48,49,42,46,48,47,47,42,46,49,38,47,49,47,45,46,43,49
49,44,49,45,49,48,45,49,46,48,48,49,43,49,49,38,43,48,48,49,46,43,47,44,49,48,49,48,49,47,48,47,48,44,44,49,40,46,47,47,48,48,49,47,49,49,49,49,48,46,48,48,49,48,46,47,49,47,35,47,44,47,48,45,48,47,48,49,43,46,41,45,49,46,48,49,49,47,49,49,49,46,48,46,35,44,46,45,42,48,45,49,48,44,49,49,38,47,38,49
49,49,49,44,45,48,44,46,48,49,49,45,43,49,44,49,48,49,49,49,47,47,49,49,48,49,43,46,47,46,49,47,43,44,47,48,47,49,47,48,42,44,42,46,49,49,49,49,49,49,48,47,45,43,42,49,44,45,46,49,49,49,43,46,49,49,47,49,48,43,42,49,48,43,47,45,46,49,48,49,49,43,46,49,48,48,49,48,49,44,49,46,48,47,47,47,49,43,49,48
46,41,48,46,48,49,43,49,47,43,43,49,45,49,47,48,48,48,48,43,43,47,49,46,49,49,47,44,43,46,46,49,41,49,45,48,44,49,47,49,49,46,49,39,49,43,45,47,48,49,49,45,48,46,42,48,46,49,48,47,47,49,49,49,44,49,48,48,47,49,38,45,49,49,45,49,49,45,46,48,49,47,49,48,49,48,49,44,49,47,49,42,49,45,45,49,44,47,49,48
48,46,49,43,47,44,47,47,48,47,39,49,47,48,48,47,47,48,49,49,49,48,48,47,48,48,46,41,43,49,48,49,49,49,41,49,43,43,45,47,48,45,48,47,48,41,45,49,48,49,48,47,47,44,48,49,49,46,48,48,46,49,48,48,48,48,46,49,46,49,49,48,43,48,39,44,47,44,49,49,49,47,45,41,49,48,49,47,49,49,44,43,49,49,43,47,46,47,49,48
49,48,49,48,43,45,46,41,46,47,47,48,48,46,48,46,43,44,42,48,48,48,49,49,48,47,46,47,47,47,49,49,49,48,49,47,47,46,48,43,47,49,48,46,47,39,48,49,41,49,49,39,49,38,47,49,45,47,49,46,46,47,48,46,42,48,49,47,49,43,49,49,45,46,43,49,48,49,48,40,46,48,47,40,45,49,49,49,49,49,49,41,46,49,46,49,48,49,41,49
47,43,48,44,48,46,49,49,47,41,45,49,49,48,44,48,46,43,41,46,46,46,49,47,45,49,49,48,42,49,47,47,49,45,48,41,49,47,49,44,44,49,48,44,48,49,46,49,48,49,46,49,38,45,47,44,49,49,48,46,48,46,45,46,45,49,49,49,46,49,48,48,49,45,49,42,49,45,43,47,47,47,47,46,48,46,47,49,39,45,44,46,45,48,47,49,49,46,43,48
40,49,47,49,44,47,47,48,48,49,49,44,42,45,48,46,46,47,49,47,41,39,47,49,49,47,48,48,49,45,46,48,43,48,43,47,49,48,49,49,47,48,49,45,48,47,44,48,49,49,45,49,48,47,46,49,47,42,47,49,49,48,43,48,49,49,42,47,49,47,49,48,46,40,47,45,42,48,49,46,36,43,49,42,49,48,48,48,45,48,47,49,49,48,44,49,43,48,49,47
46,49,48,46,46,49,48,49,49,47,49,49,47,48,48,41,45,47,49,48,47,42,47,45,49,46,48,49,46,49,47,49,48,46,49,31,49,48,47,47,42,49,48,48,49,49,46,48,48,49,47,49,46,49,46,49,44,41,44,48,48,47,49,49,45,48,48,48,49,47,49,44,48,44,49,47,43,45,49,45,43,49,43,44,49,47,47,46,37,43,46,47,47,43,49,49,48,46,48,48
46,48,49,48,48,42,48,49,48,49,49,49,49,49,44,48,44,43,47,47,45,49,48,46,48,45,47,42,47,48,42,44,44,46,49,48,47,49,47,49,46,45,39,46,47,46,47,48,49,47,44,46,43,49,49,44,47,49,46,49,48,49,47,46,40,46,48,40,43,47,49,48,47,48,48,45,48,49,48,46,48,49,41,40,47,43,46,49,49,49,49,44,48,39,49,49,42,49,45,45
