21,26,22,28,31,28,25,26,22,23,20,29,25,22,21,26,25,25,27,31,27,27,22,28,20,20,19,26,24,16,36,23,27,25,19,27,25,31,23,30,20,23,25,23,29,31,24,21,27,20,23,23,26,20,19,31,26,21,21,25,25,25,22,27,26,21,27,26,26,24,22,26,24,26,20,27,25,21,21,28,26,23,29,26,24,18,23,23,28,27,27,23,21,24,22,28,28,24,25,28
23,29,26,25,25,27,25,27,23,19,23,20,23,21,25,18,17,24,23,17,26,23,23,24,24,29,31,20,21,21,25,21,21,22,27,32,32,20,22,32,31,20,23,23,19,24,34,21,23,27,21,17,26,19,21,25,24,22,29,25,25,23,21,26,23,23,23,18,19,25,21,28,25,26,25,20,27,17,28,20,26,28,27,24,19,23,23,24,28,24,29,25,22,20,20,27,18,18,25,28
23,32,22,19,26,27,23,25,27,25,21,26,26,26,26,19,22,27,23,23,22,20,26,20,22,20,16,21,20,26,28,28,26,24,28,26,21,24,33,27,22,28,30,23,25,26,30,23,26,29,27,25,17,21,25,24,26,31,22,29,26,18,27,28,19,22,23,27,27,25,21,29,21,20,22,18,27,25,26,33,26,22,25,22,25,24,25,23,24,20,23,23,25,25,24,26,25,19,30,27
22,20,24,26,26,27,27,21,19,27,25,27,30,21,26,25,25,32,21,28,28,23,27,24,20,25,19,15,24,26,22,24,23,19,27,23,25,19,28,23,26,24,27,22,29,24,25,19,26,27,20,17,23,29,27,21,21,19,25,20,27,26,24,28,27,22,27,23,31,23,21,24,27,25,26,19,31,32,28,22,26,26,26,27,25,21,24,27,28,28,29,32,26,31,27,24,22,20,15,22
26,28,20,19,26,22,20,20,25,25,21,29,25,24,20,21,29,24,26,24,17,23,23,29,21,24,31,25,22,22,25,20,24,23,22,27,24,25,26,21,27,27,26,23,24,23,23,26,18,27,23,28,31,21,22,19,28,31,23,20,23,23,25,24,27,31,25,21,23,31,27,24,24,24,31,23,23,26,20,26,21,21,26,22,28,25,24,23,25,31,23,13,24,21,27,20,25,25,26,23
26,25,25,21,27,20,19,27,26,25,29,28,25,22,22,21,19,24,23,28,26,29,27,23,25,24,26,23,28,30,28,29,26,26,24,17,25,21,30,24,20,26,20,27,25,18,33,26,30,23,24,24,25,26,23,29,19,19,29,25,26,32,25,25,29,23,28,26,24,23,25,26,27,23,24,25,22,25,24,32,24,29,16,33,27,26,25,22,22,21,26,21,25,22,26,26,24,28,25,32
28,20,18,24,26,27,23,29,27,27,28,25,31,30,25,19,22,22,18,24,30,21,24,24,17,22,21,31,28,23,25,24,24,21,29,30,23,25,25,27,23,27,25,19,23,26,24,20,34,27,28,24,21,24,28,27,29,31,27,18,28,26,26,25,21,28,24,29,23,22,24,24,29,15,23,22,25,15,26,23,26,22,20,21,28,27,25,25,20,19,24,29,20,25,25,30,28,22,21,24
33,19,23,24,27,25,23,27,27,23,21,26,21,27,23,23,27,25,21,25,20,24,24,25,24,21,23,26,26,34,24,28,25,24,23,17,21,32,21,27,17,31,27,21,31,26,23,23,23,26,29,23,28,17,27,22,22,19,27,20,27,24,25,20,21,30,26,27,29,25,26,20,19,28,27,29,26,30,22,22,28,21,28,24,19,27,27,25,31,29,27,26,24,26,26,15,28,23,22,25
22,26,25,28,24,24,22,24,19,26,19,30,21,26,24,20,21,27,24,27,31,22,28,25,24,24,25,23,21,27,35,22,19,29,25,29,24,24,24,26,23,30,25,19,26,25,23,21,30,22,30,26,25,29,26,26,23,25,25,29,27,24,24,31,25,21,29,27,23,17,16,25,28,21,30,27,20,22,27,22,24,26,21,28,27,25,23,22,24,23,29,24,18,21,24,30,29,21,28,20
25,26,19,21,22,18,23,28,23,24,19,26,29,24,26,23,24,21,23,21,27,23,25,19,27,22,21,22,21,26,26,24,30,23,23,27,25,24,21,26,26,24,22,24,23,19,27,28,28,23,31,25,23,28,28,23,24,24,26,25,22,22,26,28,24,23,28,27,24,22,25,24,24,20,27,29,19,25,21,23,32,23,25,24,25,23,28,26,17,25,27,25,27,26,27,27,24,22,28,19
